#all units measured in seconds.
milliseconds		, 0.001				, 1
seconds				, 1					, 0
minutes				, 60				, 0
hours				, 3600				, 0
days				, 86400				, 0
weeks				, 604800			, 0
months				, 2629740			, 1
years				, 3.15569526e7		, 1
planck_times		, 1.351211868e-43	, 1
picoseconds			, 1e-12				, 1
nanoseconds			, 1e-9				, 1
lunar_months		, 2551442.98		, 1
decades				, 3.15569526e8		, 1
centuries			, 3.15569526e9		, 1
milleniums			, 3.15569526e10		, 1
